layers_0,length_0,layers_1,length_1,layers_2,length_2,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,application,filename,num_packet,mac_src_custom,mac_dst_custom,layers_3,length_3,layers_4,length_4
CookedLinux,81,IP,65,TCP,45,1591954916.473691,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,2344,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954916.4736938,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,2345,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954916.473699,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,2346,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954916.473701,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,2347,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591954917.473695,78,,,192.168.0.180,10.16.100.73,24,33123,1883,MQTT,MQTT_Kaggle.pcap,2348,50:02:91:38:9C:2D,50:02:91:3D:4C:97,MQTT,10.0,MQTTPublish,8.0
CookedLinux,81,IP,65,TCP,45,1591954917.473723,81,,,192.168.0.154,10.16.100.73,24,45845,1883,MQTT,MQTT_Kaggle.pcap,2349,50:02:91:1B:E0:40,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591954917.473732,81,,,192.168.0.174,10.16.100.73,24,43063,1883,MQTT,MQTT_Kaggle.pcap,2350,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,82,IP,66,TCP,46,1591954917.473754,82,,,192.168.0.176,10.16.100.73,24,43061,1883,MQTT,MQTT_Kaggle.pcap,2351,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,MQTT,14.0,MQTTPublish,12.0
CookedLinux,81,IP,65,TCP,45,1591954917.473766,81,,,192.168.0.155,10.16.100.73,24,39481,1883,MQTT,MQTT_Kaggle.pcap,2352,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591954917.47382,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,2353,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954917.473838,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,2354,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954917.473848,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,2355,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954917.473851,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,2356,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591954917.473857,78,,,10.16.100.73,192.168.0.180,24,1883,33123,MQTT,MQTT_Kaggle.pcap,2357,50:02:91:3D:4C:97,50:02:91:38:9C:2D,MQTT,10.0,MQTTPublish,8.0
CookedLinux,68,IP,52,TCP,32,1591954917.473861,68,,,192.168.0.180,10.16.100.73,16,33123,1883,MQTT,MQTT_Kaggle.pcap,2358,50:02:91:38:9C:2D,50:02:91:3D:4C:97,,,,
CookedLinux,82,IP,66,TCP,46,1591954917.473867,82,,,10.16.100.73,192.168.0.176,24,1883,43061,MQTT,MQTT_Kaggle.pcap,2359,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591954917.47387,68,,,192.168.0.176,10.16.100.73,16,43061,1883,MQTT,MQTT_Kaggle.pcap,2360,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954917.473876,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,2361,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954917.4738789,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,2362,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954917.473884,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,2363,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954917.473886,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,2364,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954917.473906,81,,,10.16.100.73,192.168.0.155,24,1883,39481,MQTT,MQTT_Kaggle.pcap,2365,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954917.473909,68,,,192.168.0.155,10.16.100.73,16,39481,1883,MQTT,MQTT_Kaggle.pcap,2366,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591954918.473712,78,,,192.168.0.180,10.16.100.73,24,33123,1883,MQTT,MQTT_Kaggle.pcap,2367,50:02:91:38:9C:2D,50:02:91:3D:4C:97,MQTT,10.0,MQTTPublish,8.0
CookedLinux,81,IP,65,TCP,45,1591954918.473748,81,,,192.168.0.154,10.16.100.73,24,45845,1883,MQTT,MQTT_Kaggle.pcap,2368,50:02:91:1B:E0:40,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591954918.473758,81,,,192.168.0.174,10.16.100.73,24,43063,1883,MQTT,MQTT_Kaggle.pcap,2369,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,82,IP,66,TCP,46,1591954918.473773,82,,,192.168.0.176,10.16.100.73,24,43061,1883,MQTT,MQTT_Kaggle.pcap,2370,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,MQTT,14.0,MQTTPublish,12.0
CookedLinux,81,IP,65,TCP,45,1591954918.473785,81,,,192.168.0.155,10.16.100.73,24,39481,1883,MQTT,MQTT_Kaggle.pcap,2371,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,78,IP,62,TCP,42,1591954918.473801,78,,,10.16.100.73,192.168.0.180,24,1883,33123,MQTT,MQTT_Kaggle.pcap,2372,50:02:91:3D:4C:97,50:02:91:38:9C:2D,MQTT,10.0,MQTTPublish,8.0
CookedLinux,68,IP,52,TCP,32,1591954918.473816,68,,,192.168.0.180,10.16.100.73,16,33123,1883,MQTT,MQTT_Kaggle.pcap,2373,50:02:91:38:9C:2D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954918.473859,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,2374,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954918.473866,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,2375,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954918.4738731,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,2376,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954918.473876,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,2377,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,82,IP,66,TCP,46,1591954918.473882,82,,,10.16.100.73,192.168.0.176,24,1883,43061,MQTT,MQTT_Kaggle.pcap,2378,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591954918.473885,68,,,192.168.0.176,10.16.100.73,16,43061,1883,MQTT,MQTT_Kaggle.pcap,2379,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954918.47389,81,,,10.16.100.73,192.168.0.155,24,1883,39481,MQTT,MQTT_Kaggle.pcap,2380,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954918.473894,68,,,192.168.0.155,10.16.100.73,16,39481,1883,MQTT,MQTT_Kaggle.pcap,2381,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954918.4738991,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,2382,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954918.473903,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,2383,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954918.473908,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,2384,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954918.47391,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,2385,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591954919.473785,78,,,192.168.0.180,10.16.100.73,24,33123,1883,MQTT,MQTT_Kaggle.pcap,2386,50:02:91:38:9C:2D,50:02:91:3D:4C:97,MQTT,10.0,MQTTPublish,8.0
CookedLinux,81,IP,65,TCP,45,1591954919.473812,81,,,192.168.0.154,10.16.100.73,24,45845,1883,MQTT,MQTT_Kaggle.pcap,2387,50:02:91:1B:E0:40,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591954919.4738212,81,,,192.168.0.174,10.16.100.73,24,43063,1883,MQTT,MQTT_Kaggle.pcap,2388,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,82,IP,66,TCP,46,1591954919.473835,82,,,192.168.0.176,10.16.100.73,24,43061,1883,MQTT,MQTT_Kaggle.pcap,2389,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,MQTT,14.0,MQTTPublish,12.0
CookedLinux,81,IP,65,TCP,45,1591954919.473848,81,,,192.168.0.155,10.16.100.73,24,39481,1883,MQTT,MQTT_Kaggle.pcap,2390,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591954919.473922,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,2391,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954919.473941,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,2392,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954919.47395,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,2393,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954919.473953,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,2394,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591954919.47396,78,,,10.16.100.73,192.168.0.180,24,1883,33123,MQTT,MQTT_Kaggle.pcap,2395,50:02:91:3D:4C:97,50:02:91:38:9C:2D,MQTT,10.0,MQTTPublish,8.0
CookedLinux,68,IP,52,TCP,32,1591954919.473963,68,,,192.168.0.180,10.16.100.73,16,33123,1883,MQTT,MQTT_Kaggle.pcap,2396,50:02:91:38:9C:2D,50:02:91:3D:4C:97,,,,
CookedLinux,82,IP,66,TCP,46,1591954919.473969,82,,,10.16.100.73,192.168.0.176,24,1883,43061,MQTT,MQTT_Kaggle.pcap,2397,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591954919.473972,68,,,192.168.0.176,10.16.100.73,16,43061,1883,MQTT,MQTT_Kaggle.pcap,2398,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954919.473978,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,2399,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954919.4739811,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,2400,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954919.4739869,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,2401,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954919.473989,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,2402,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954919.47401,81,,,10.16.100.73,192.168.0.155,24,1883,39481,MQTT,MQTT_Kaggle.pcap,2403,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954919.474013,68,,,192.168.0.155,10.16.100.73,16,39481,1883,MQTT,MQTT_Kaggle.pcap,2404,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591954920.47401,78,,,192.168.0.180,10.16.100.73,24,33123,1883,MQTT,MQTT_Kaggle.pcap,2405,50:02:91:38:9C:2D,50:02:91:3D:4C:97,MQTT,10.0,MQTTPublish,8.0
CookedLinux,81,IP,65,TCP,45,1591954920.474036,81,,,192.168.0.154,10.16.100.73,24,45845,1883,MQTT,MQTT_Kaggle.pcap,2406,50:02:91:1B:E0:40,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,81,IP,65,TCP,45,1591954920.474045,81,,,192.168.0.174,10.16.100.73,24,43063,1883,MQTT,MQTT_Kaggle.pcap,2407,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,82,IP,66,TCP,46,1591954920.4740589,82,,,192.168.0.176,10.16.100.73,24,43061,1883,MQTT,MQTT_Kaggle.pcap,2408,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,MQTT,14.0,MQTTPublish,12.0
CookedLinux,81,IP,65,TCP,45,1591954920.474072,81,,,192.168.0.155,10.16.100.73,24,39481,1883,MQTT,MQTT_Kaggle.pcap,2409,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
CookedLinux,78,IP,62,TCP,42,1591954920.474073,78,,,10.16.100.73,192.168.0.180,24,1883,33123,MQTT,MQTT_Kaggle.pcap,2410,50:02:91:3D:4C:97,50:02:91:38:9C:2D,MQTT,10.0,MQTTPublish,8.0
CookedLinux,68,IP,52,TCP,32,1591954920.474082,68,,,192.168.0.180,10.16.100.73,16,33123,1883,MQTT,MQTT_Kaggle.pcap,2411,50:02:91:38:9C:2D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954920.474122,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,2412,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954920.474134,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,2413,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954920.474142,81,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,2414,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954920.474145,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,2415,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,82,IP,66,TCP,46,1591954920.474166,82,,,10.16.100.73,192.168.0.176,24,1883,43061,MQTT,MQTT_Kaggle.pcap,2416,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,MQTT,14.0,MQTTPublish,12.0
CookedLinux,68,IP,52,TCP,32,1591954920.474169,68,,,192.168.0.176,10.16.100.73,16,43061,1883,MQTT,MQTT_Kaggle.pcap,2417,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954920.474175,81,,,10.16.100.73,192.168.0.155,24,1883,39481,MQTT,MQTT_Kaggle.pcap,2418,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954920.4741778,68,,,192.168.0.155,10.16.100.73,16,39481,1883,MQTT,MQTT_Kaggle.pcap,2419,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954920.474183,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,2420,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954920.474187,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,2421,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,81,IP,65,TCP,45,1591954920.474191,81,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,2422,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,13.0,MQTTPublish,11.0
CookedLinux,68,IP,52,TCP,32,1591954920.474194,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,2423,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,70,IP,54,TCP,34,1591954920.972929,70,,,192.168.0.151,10.16.100.73,24,39937,1883,MQTT,MQTT_Kaggle.pcap,2424,50:02:91:48:23:4A,50:02:91:3D:4C:97,MQTT,2.0,,
CookedLinux,68,IP,52,TCP,32,1591954920.972944,68,,,10.16.100.73,192.168.0.151,16,1883,39937,MQTT,MQTT_Kaggle.pcap,2425,50:02:91:3D:4C:97,50:02:91:48:23:4A,,,,
CookedLinux,70,IP,54,TCP,34,1591954920.972963,70,,,192.168.0.180,10.16.100.73,24,33123,1883,MQTT,MQTT_Kaggle.pcap,2426,50:02:91:38:9C:2D,50:02:91:3D:4C:97,MQTT,2.0,,
CookedLinux,70,IP,54,TCP,34,1591954920.972973,70,,,192.168.0.150,10.16.100.73,24,38969,1883,MQTT,MQTT_Kaggle.pcap,2427,50:02:91:1A:7D:68,50:02:91:3D:4C:97,MQTT,2.0,,
CookedLinux,70,IP,54,TCP,34,1591954920.972981,70,,,192.168.0.173,10.16.100.73,24,46155,1883,MQTT,MQTT_Kaggle.pcap,2428,50:02:91:0E:83:D7,50:02:91:3D:4C:97,MQTT,2.0,,
CookedLinux,70,IP,54,TCP,34,1591954920.972988,70,,,192.168.0.174,10.16.100.73,24,43063,1883,MQTT,MQTT_Kaggle.pcap,2429,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,MQTT,2.0,,
CookedLinux,70,IP,54,TCP,34,1591954920.97299,70,,,10.16.100.73,192.168.0.151,24,1883,39937,MQTT,MQTT_Kaggle.pcap,2430,50:02:91:3D:4C:97,50:02:91:48:23:4A,MQTT,2.0,,
CookedLinux,68,IP,52,TCP,32,1591954920.972996,68,,,192.168.0.151,10.16.100.73,16,39937,1883,MQTT,MQTT_Kaggle.pcap,2431,50:02:91:48:23:4A,50:02:91:3D:4C:97,,,,
CookedLinux,70,IP,54,TCP,34,1591954920.973018,70,,,10.16.100.73,192.168.0.150,24,1883,38969,MQTT,MQTT_Kaggle.pcap,2432,50:02:91:3D:4C:97,50:02:91:1A:7D:68,MQTT,2.0,,
CookedLinux,68,IP,52,TCP,32,1591954920.973021,68,,,192.168.0.150,10.16.100.73,16,38969,1883,MQTT,MQTT_Kaggle.pcap,2433,50:02:91:1A:7D:68,50:02:91:3D:4C:97,,,,
CookedLinux,70,IP,54,TCP,34,1591954920.973023,70,,,192.168.0.152,10.16.100.73,24,38451,1883,MQTT,MQTT_Kaggle.pcap,2434,50:02:91:0D:AA:71,50:02:91:3D:4C:97,MQTT,2.0,,
CookedLinux,68,IP,52,TCP,32,1591954920.973026,68,,,10.16.100.73,192.168.0.152,16,1883,38451,MQTT,MQTT_Kaggle.pcap,2435,50:02:91:3D:4C:97,50:02:91:0D:AA:71,,,,
CookedLinux,70,IP,54,TCP,34,1591954920.97303,70,,,10.16.100.73,192.168.0.180,24,1883,33123,MQTT,MQTT_Kaggle.pcap,2436,50:02:91:3D:4C:97,50:02:91:38:9C:2D,MQTT,2.0,,
CookedLinux,68,IP,52,TCP,32,1591954920.973034,68,,,192.168.0.180,10.16.100.73,16,33123,1883,MQTT,MQTT_Kaggle.pcap,2437,50:02:91:38:9C:2D,50:02:91:3D:4C:97,,,,
CookedLinux,70,IP,54,TCP,34,1591954920.9730349,70,,,192.168.0.154,10.16.100.73,24,45845,1883,MQTT,MQTT_Kaggle.pcap,2438,50:02:91:1B:E0:40,50:02:91:3D:4C:97,MQTT,2.0,,
CookedLinux,70,IP,54,TCP,34,1591954920.973042,70,,,10.16.100.73,192.168.0.173,24,1883,46155,MQTT,MQTT_Kaggle.pcap,2439,50:02:91:3D:4C:97,50:02:91:0E:83:D7,MQTT,2.0,,
CookedLinux,70,IP,54,TCP,34,1591954920.973043,70,,,192.168.0.178,10.16.100.73,24,44655,1883,MQTT,MQTT_Kaggle.pcap,2440,50:02:91:CE:A6:4A,50:02:91:3D:4C:97,MQTT,2.0,,
CookedLinux,68,IP,52,TCP,32,1591954920.9730449,68,,,192.168.0.173,10.16.100.73,16,46155,1883,MQTT,MQTT_Kaggle.pcap,2441,50:02:91:0E:83:D7,50:02:91:3D:4C:97,,,,
CookedLinux,68,IP,52,TCP,32,1591954920.973046,68,,,10.16.100.73,192.168.0.178,16,1883,44655,MQTT,MQTT_Kaggle.pcap,2442,50:02:91:3D:4C:97,50:02:91:CE:A6:4A,,,,
CookedLinux,70,IP,54,TCP,34,1591954920.973053,70,,,10.16.100.73,192.168.0.174,24,1883,43063,MQTT,MQTT_Kaggle.pcap,2443,50:02:91:3D:4C:97,50:02:91:2A:5F:8B,MQTT,2.0,,
CookedLinux,68,IP,52,TCP,32,1591954920.973056,68,,,192.168.0.174,10.16.100.73,16,43063,1883,MQTT,MQTT_Kaggle.pcap,2444,50:02:91:2A:5F:8B,50:02:91:3D:4C:97,,,,
CookedLinux,70,IP,54,TCP,34,1591954920.97307,70,,,10.16.100.73,192.168.0.152,24,1883,38451,MQTT,MQTT_Kaggle.pcap,2445,50:02:91:3D:4C:97,50:02:91:0D:AA:71,MQTT,2.0,,
CookedLinux,68,IP,52,TCP,32,1591954920.973072,68,,,192.168.0.152,10.16.100.73,16,38451,1883,MQTT,MQTT_Kaggle.pcap,2446,50:02:91:0D:AA:71,50:02:91:3D:4C:97,,,,
CookedLinux,70,IP,54,TCP,34,1591954920.9730802,70,,,10.16.100.73,192.168.0.154,24,1883,45845,MQTT,MQTT_Kaggle.pcap,2447,50:02:91:3D:4C:97,50:02:91:1B:E0:40,MQTT,2.0,,
CookedLinux,70,IP,54,TCP,34,1591954920.973084,70,,,192.168.0.176,10.16.100.73,24,43061,1883,MQTT,MQTT_Kaggle.pcap,2448,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,MQTT,2.0,,
CookedLinux,68,IP,52,TCP,32,1591954920.973084,68,,,192.168.0.154,10.16.100.73,16,45845,1883,MQTT,MQTT_Kaggle.pcap,2449,50:02:91:1B:E0:40,50:02:91:3D:4C:97,,,,
CookedLinux,70,IP,54,TCP,34,1591954920.973092,70,,,10.16.100.73,192.168.0.178,24,1883,44655,MQTT,MQTT_Kaggle.pcap,2450,50:02:91:3D:4C:97,50:02:91:CE:A6:4A,MQTT,2.0,,
CookedLinux,68,IP,52,TCP,32,1591954920.973094,68,,,192.168.0.178,10.16.100.73,16,44655,1883,MQTT,MQTT_Kaggle.pcap,2451,50:02:91:CE:A6:4A,50:02:91:3D:4C:97,,,,
CookedLinux,70,IP,54,TCP,34,1591954920.973107,70,,,10.16.100.73,192.168.0.176,24,1883,43061,MQTT,MQTT_Kaggle.pcap,2452,50:02:91:3D:4C:97,50:02:91:AC:C2:6A,MQTT,2.0,,
CookedLinux,70,IP,54,TCP,34,1591954920.973108,70,,,192.168.0.155,10.16.100.73,24,39481,1883,MQTT,MQTT_Kaggle.pcap,2453,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,MQTT,2.0,,
CookedLinux,68,IP,52,TCP,32,1591954920.973111,68,,,192.168.0.176,10.16.100.73,16,43061,1883,MQTT,MQTT_Kaggle.pcap,2454,50:02:91:AC:C2:6A,50:02:91:3D:4C:97,,,,
CookedLinux,70,IP,54,TCP,34,1591954920.9731429,70,,,10.16.100.73,192.168.0.155,24,1883,39481,MQTT,MQTT_Kaggle.pcap,2455,50:02:91:3D:4C:97,50:02:91:C2:B4:8D,MQTT,2.0,,
CookedLinux,68,IP,52,TCP,32,1591954920.9731462,68,,,192.168.0.155,10.16.100.73,16,39481,1883,MQTT,MQTT_Kaggle.pcap,2456,50:02:91:C2:B4:8D,50:02:91:3D:4C:97,,,,
CookedLinux,78,IP,62,TCP,42,1591954921.47334,78,,,192.168.0.180,10.16.100.73,24,33123,1883,MQTT,MQTT_Kaggle.pcap,2457,50:02:91:38:9C:2D,50:02:91:3D:4C:97,MQTT,10.0,MQTTPublish,8.0
CookedLinux,81,IP,65,TCP,45,1591954921.473401,81,,,192.168.0.154,10.16.100.73,24,45845,1883,MQTT,MQTT_Kaggle.pcap,2458,50:02:91:1B:E0:40,50:02:91:3D:4C:97,MQTT,13.0,MQTTPublish,11.0
