layers_0,length_0,layers_1,length_1,layers_2,length_2,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,application,filename,num_packet,mac_src_custom,mac_dst_custom,layers_3,length_3,layers_4,length_4,layers_5,length_5
Ether,74,IP,60,TCP,40.0,1581674981.546693,74,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,2.0,39818.0,1883.0,MQTT,MQTT_IEEE.pcap,2943,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.548065,66,50:00:00:01:00:03,00:50:00:00:13:00,192.168.1.7,10.0.0.13,16.0,1883.0,38088.0,MQTT,MQTT_IEEE.pcap,2944,50:02:91:22:1A:8C,50:02:91:91:08:40,,,,,,
Ether,70,IP,56,TCP,36.0,1581674981.5480711,70,50:00:00:01:00:03,00:50:00:00:13:00,192.168.1.7,10.0.0.13,24.0,1883.0,38088.0,MQTT,MQTT_IEEE.pcap,2945,50:02:91:22:1A:8C,50:02:91:91:08:40,MQTT,4.0,MQTTConnack,2.0,,
Ether,74,IP,60,TCP,40.0,1581674981.548127,74,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,18.0,1883.0,39818.0,MQTT,MQTT_IEEE.pcap,2946,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,,,,,,
Ether,74,IP,60,TCP,40.0,1581674981.548438,74,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,2.0,35104.0,1883.0,MQTT,MQTT_IEEE.pcap,2947,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581674981.548443,74,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,2.0,58998.0,1883.0,MQTT,MQTT_IEEE.pcap,2948,50:02:91:CE:64:2E,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581674981.548616,74,50:00:00:01:00:03,00:50:00:00:1a:00,192.168.1.7,10.0.0.17,18.0,1883.0,35104.0,MQTT,MQTT_IEEE.pcap,2949,50:02:91:22:1A:8C,50:02:91:8F:C6:4F,,,,,,
Ether,74,IP,60,TCP,40.0,1581674981.54862,74,50:00:00:01:00:03,00:50:00:00:19:00,192.168.1.7,10.0.0.16,18.0,1883.0,58998.0,MQTT,MQTT_IEEE.pcap,2950,50:02:91:22:1A:8C,50:02:91:CE:64:2E,,,,,,
Ether,74,IP,60,TCP,40.0,1581674981.548752,74,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,2.0,58322.0,1883.0,MQTT,MQTT_IEEE.pcap,2951,50:02:91:06:3C:94,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.548898,66,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,16.0,35104.0,1883.0,MQTT,MQTT_IEEE.pcap,2952,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.548903,66,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,16.0,58998.0,1883.0,MQTT,MQTT_IEEE.pcap,2953,50:02:91:CE:64:2E,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581674981.548984,115,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,24.0,35104.0,1883.0,MQTT,MQTT_IEEE.pcap,2954,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,115,IP,101,TCP,81.0,1581674981.548989,115,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,24.0,58998.0,1883.0,MQTT,MQTT_IEEE.pcap,2955,50:02:91:CE:64:2E,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,66,IP,52,TCP,32.0,1581674981.54901,66,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,16.0,38088.0,1883.0,MQTT,MQTT_IEEE.pcap,2956,50:02:91:91:08:40,50:02:91:22:1A:8C,,,,,,
Ether,103,IP,89,TCP,69.0,1581674981.549014,103,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,24.0,38088.0,1883.0,MQTT,MQTT_IEEE.pcap,2957,50:02:91:91:08:40,50:02:91:22:1A:8C,MQTT,37.0,MQTTPublish,35.0,,
Ether,74,IP,60,TCP,40.0,1581674981.549015,74,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,18.0,1883.0,58322.0,MQTT,MQTT_IEEE.pcap,2958,50:02:91:22:1A:8C,50:02:91:06:3C:94,,,,,,
Ether,68,IP,54,TCP,34.0,1581674981.5490198,68,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,25.0,38088.0,1883.0,MQTT,MQTT_IEEE.pcap,2959,50:02:91:91:08:40,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581674981.549063,66,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,16.0,39818.0,1883.0,MQTT,MQTT_IEEE.pcap,2960,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.549167,66,50:00:00:01:00:03,00:50:00:00:1a:00,192.168.1.7,10.0.0.17,16.0,1883.0,35104.0,MQTT,MQTT_IEEE.pcap,2961,50:02:91:22:1A:8C,50:02:91:8F:C6:4F,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.5491712,66,50:00:00:01:00:03,00:50:00:00:19:00,192.168.1.7,10.0.0.16,16.0,1883.0,58998.0,MQTT,MQTT_IEEE.pcap,2962,50:02:91:22:1A:8C,50:02:91:CE:64:2E,,,,,,
Ether,70,IP,56,TCP,36.0,1581674981.5492382,70,50:00:00:01:00:03,00:50:00:00:1a:00,192.168.1.7,10.0.0.17,24.0,1883.0,35104.0,MQTT,MQTT_IEEE.pcap,2963,50:02:91:22:1A:8C,50:02:91:8F:C6:4F,MQTT,4.0,MQTTConnack,2.0,,
Ether,70,IP,56,TCP,36.0,1581674981.5493,70,50:00:00:01:00:03,00:50:00:00:19:00,192.168.1.7,10.0.0.16,24.0,1883.0,58998.0,MQTT,MQTT_IEEE.pcap,2964,50:02:91:22:1A:8C,50:02:91:CE:64:2E,MQTT,4.0,MQTTConnack,2.0,,
Ether,114,IP,100,TCP,80.0,1581674981.5493028,114,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,24.0,39818.0,1883.0,MQTT,MQTT_IEEE.pcap,2965,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,MQTT,48.0,MQTTConnect,46.0,,
Ether,66,IP,52,TCP,32.0,1581674981.549304,66,50:00:00:01:00:03,00:50:00:00:13:00,192.168.1.7,10.0.0.13,16.0,1883.0,38088.0,MQTT,MQTT_IEEE.pcap,2966,50:02:91:22:1A:8C,50:02:91:91:08:40,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.549307,66,50:00:00:01:00:03,00:50:00:00:13:00,192.168.1.7,10.0.0.13,17.0,1883.0,38088.0,MQTT,MQTT_IEEE.pcap,2967,50:02:91:22:1A:8C,50:02:91:91:08:40,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.549583,66,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,16.0,35104.0,1883.0,MQTT,MQTT_IEEE.pcap,2968,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.54995,66,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,16.0,1883.0,39818.0,MQTT,MQTT_IEEE.pcap,2969,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,,,,,,
Ether,70,IP,56,TCP,36.0,1581674981.549954,70,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,24.0,1883.0,39818.0,MQTT,MQTT_IEEE.pcap,2970,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,MQTT,4.0,MQTTConnack,2.0,,
Ether,87,IP,73,TCP,53.0,1581674981.5501142,87,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,24.0,35104.0,1883.0,MQTT,MQTT_IEEE.pcap,2971,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,MQTT,21.0,MQTTPublish,19.0,,
Ether,68,IP,54,TCP,34.0,1581674981.550118,68,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,25.0,35104.0,1883.0,MQTT,MQTT_IEEE.pcap,2972,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581674981.55012,66,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,16.0,58998.0,1883.0,MQTT,MQTT_IEEE.pcap,2973,50:02:91:CE:64:2E,50:02:91:22:1A:8C,,,,,,
Ether,87,IP,73,TCP,53.0,1581674981.550126,87,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,24.0,58998.0,1883.0,MQTT,MQTT_IEEE.pcap,2974,50:02:91:CE:64:2E,50:02:91:22:1A:8C,MQTT,21.0,MQTTPublish,19.0,,
Ether,68,IP,54,TCP,34.0,1581674981.550133,68,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,25.0,58998.0,1883.0,MQTT,MQTT_IEEE.pcap,2975,50:02:91:CE:64:2E,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581674981.55014,66,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,16.0,38088.0,1883.0,MQTT,MQTT_IEEE.pcap,2976,50:02:91:91:08:40,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.550147,66,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,16.0,58322.0,1883.0,MQTT,MQTT_IEEE.pcap,2977,50:02:91:06:3C:94,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581674981.550154,115,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,24.0,58322.0,1883.0,MQTT,MQTT_IEEE.pcap,2978,50:02:91:06:3C:94,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,66,IP,52,TCP,32.0,1581674981.5502849,66,50:00:00:01:00:03,00:50:00:00:1a:00,192.168.1.7,10.0.0.17,16.0,1883.0,35104.0,MQTT,MQTT_IEEE.pcap,2979,50:02:91:22:1A:8C,50:02:91:8F:C6:4F,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.550309,66,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,16.0,1883.0,58322.0,MQTT,MQTT_IEEE.pcap,2980,50:02:91:22:1A:8C,50:02:91:06:3C:94,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.5503302,66,50:00:00:01:00:03,00:50:00:00:1a:00,192.168.1.7,10.0.0.17,17.0,1883.0,35104.0,MQTT,MQTT_IEEE.pcap,2981,50:02:91:22:1A:8C,50:02:91:8F:C6:4F,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.550349,66,50:00:00:01:00:03,00:50:00:00:19:00,192.168.1.7,10.0.0.16,16.0,1883.0,58998.0,MQTT,MQTT_IEEE.pcap,2982,50:02:91:22:1A:8C,50:02:91:CE:64:2E,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.5503528,66,50:00:00:01:00:03,00:50:00:00:19:00,192.168.1.7,10.0.0.16,17.0,1883.0,58998.0,MQTT,MQTT_IEEE.pcap,2983,50:02:91:22:1A:8C,50:02:91:CE:64:2E,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.5503972,66,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,16.0,39818.0,1883.0,MQTT,MQTT_IEEE.pcap,2984,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,,,,,,
Ether,70,IP,56,TCP,36.0,1581674981.550455,70,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,24.0,1883.0,58322.0,MQTT,MQTT_IEEE.pcap,2985,50:02:91:22:1A:8C,50:02:91:06:3C:94,MQTT,4.0,MQTTConnack,2.0,,
Ether,66,IP,52,TCP,32.0,1581674981.550589,66,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,16.0,35104.0,1883.0,MQTT,MQTT_IEEE.pcap,2986,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,,,,,,
Ether,104,IP,90,TCP,70.0,1581674981.550603,104,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,24.0,39818.0,1883.0,MQTT,MQTT_IEEE.pcap,2987,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,MQTT,38.0,MQTTPublish,36.0,,
Ether,66,IP,52,TCP,32.0,1581674981.5506551,66,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,16.0,58998.0,1883.0,MQTT,MQTT_IEEE.pcap,2988,50:02:91:CE:64:2E,50:02:91:22:1A:8C,,,,,,
Ether,68,IP,54,TCP,34.0,1581674981.550686,68,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,25.0,39818.0,1883.0,MQTT,MQTT_IEEE.pcap,2989,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581674981.550848,66,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,16.0,58322.0,1883.0,MQTT,MQTT_IEEE.pcap,2990,50:02:91:06:3C:94,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.550935,66,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,16.0,1883.0,39818.0,MQTT,MQTT_IEEE.pcap,2991,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.550939,66,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,17.0,1883.0,39818.0,MQTT,MQTT_IEEE.pcap,2992,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,,,,,,
Ether,87,IP,73,TCP,53.0,1581674981.550961,87,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,24.0,58322.0,1883.0,MQTT,MQTT_IEEE.pcap,2993,50:02:91:06:3C:94,50:02:91:22:1A:8C,MQTT,21.0,MQTTPublish,19.0,,
Ether,68,IP,54,TCP,34.0,1581674981.55099,68,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,25.0,58322.0,1883.0,MQTT,MQTT_IEEE.pcap,2994,50:02:91:06:3C:94,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581674981.551117,66,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,16.0,1883.0,58322.0,MQTT,MQTT_IEEE.pcap,2995,50:02:91:22:1A:8C,50:02:91:06:3C:94,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.551121,66,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,17.0,1883.0,58322.0,MQTT,MQTT_IEEE.pcap,2996,50:02:91:22:1A:8C,50:02:91:06:3C:94,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.551288,66,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,16.0,58322.0,1883.0,MQTT,MQTT_IEEE.pcap,2997,50:02:91:06:3C:94,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.551527,66,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,16.0,39818.0,1883.0,MQTT,MQTT_IEEE.pcap,2998,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581674981.7268949,74,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,2.0,56436.0,1883.0,MQTT,MQTT_IEEE.pcap,3001,50:02:91:03:A0:5E,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581674981.726905,74,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,2.0,40790.0,1883.0,MQTT,MQTT_IEEE.pcap,3002,50:02:91:FD:50:BD,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581674981.7272038,74,50:00:00:01:00:03,00:50:00:00:18:00,192.168.1.7,10.0.0.15,18.0,1883.0,56436.0,MQTT,MQTT_IEEE.pcap,3003,50:02:91:22:1A:8C,50:02:91:03:A0:5E,,,,,,
Ether,74,IP,60,TCP,40.0,1581674981.727209,74,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,18.0,1883.0,40790.0,MQTT,MQTT_IEEE.pcap,3004,50:02:91:22:1A:8C,50:02:91:FD:50:BD,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.7274768,66,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,16.0,40790.0,1883.0,MQTT,MQTT_IEEE.pcap,3005,50:02:91:FD:50:BD,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581674981.727536,115,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,24.0,40790.0,1883.0,MQTT,MQTT_IEEE.pcap,3006,50:02:91:FD:50:BD,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,66,IP,52,TCP,32.0,1581674981.727578,66,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,16.0,56436.0,1883.0,MQTT,MQTT_IEEE.pcap,3007,50:02:91:03:A0:5E,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581674981.727584,115,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,24.0,56436.0,1883.0,MQTT,MQTT_IEEE.pcap,3008,50:02:91:03:A0:5E,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,66,IP,52,TCP,32.0,1581674981.727663,66,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,16.0,1883.0,40790.0,MQTT,MQTT_IEEE.pcap,3009,50:02:91:22:1A:8C,50:02:91:FD:50:BD,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.727682,66,50:00:00:01:00:03,00:50:00:00:18:00,192.168.1.7,10.0.0.15,16.0,1883.0,56436.0,MQTT,MQTT_IEEE.pcap,3010,50:02:91:22:1A:8C,50:02:91:03:A0:5E,,,,,,
Ether,70,IP,56,TCP,36.0,1581674981.727761,70,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,24.0,1883.0,40790.0,MQTT,MQTT_IEEE.pcap,3011,50:02:91:22:1A:8C,50:02:91:FD:50:BD,MQTT,4.0,MQTTConnack,2.0,,
Ether,70,IP,56,TCP,36.0,1581674981.727794,70,50:00:00:01:00:03,00:50:00:00:18:00,192.168.1.7,10.0.0.15,24.0,1883.0,56436.0,MQTT,MQTT_IEEE.pcap,3012,50:02:91:22:1A:8C,50:02:91:03:A0:5E,MQTT,4.0,MQTTConnack,2.0,,
Ether,66,IP,52,TCP,32.0,1581674981.727988,66,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,16.0,56436.0,1883.0,MQTT,MQTT_IEEE.pcap,3013,50:02:91:03:A0:5E,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.728033,66,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,16.0,40790.0,1883.0,MQTT,MQTT_IEEE.pcap,3014,50:02:91:FD:50:BD,50:02:91:22:1A:8C,,,,,,
Ether,152,IP,138,TCP,118.0,1581674981.728122,152,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,24.0,56436.0,1883.0,MQTT,MQTT_IEEE.pcap,3015,50:02:91:03:A0:5E,50:02:91:22:1A:8C,MQTT,86.0,MQTTPublish,84.0,,
Ether,68,IP,54,TCP,34.0,1581674981.728126,68,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,25.0,56436.0,1883.0,MQTT,MQTT_IEEE.pcap,3016,50:02:91:03:A0:5E,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,131,IP,117,TCP,97.0,1581674981.728164,131,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,24.0,40790.0,1883.0,MQTT,MQTT_IEEE.pcap,3017,50:02:91:FD:50:BD,50:02:91:22:1A:8C,MQTT,65.0,MQTTPublish,63.0,,
Ether,68,IP,54,TCP,34.0,1581674981.72817,68,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,25.0,40790.0,1883.0,MQTT,MQTT_IEEE.pcap,3018,50:02:91:FD:50:BD,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581674981.728391,66,50:00:00:01:00:03,00:50:00:00:18:00,192.168.1.7,10.0.0.15,16.0,1883.0,56436.0,MQTT,MQTT_IEEE.pcap,3019,50:02:91:22:1A:8C,50:02:91:03:A0:5E,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.7283971,66,50:00:00:01:00:03,00:50:00:00:18:00,192.168.1.7,10.0.0.15,17.0,1883.0,56436.0,MQTT,MQTT_IEEE.pcap,3020,50:02:91:22:1A:8C,50:02:91:03:A0:5E,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.728399,66,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,16.0,1883.0,40790.0,MQTT,MQTT_IEEE.pcap,3021,50:02:91:22:1A:8C,50:02:91:FD:50:BD,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.728402,66,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,17.0,1883.0,40790.0,MQTT,MQTT_IEEE.pcap,3022,50:02:91:22:1A:8C,50:02:91:FD:50:BD,,,,,,
Ether,74,IP,60,TCP,40.0,1581674981.728657,74,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,2.0,37920.0,1883.0,MQTT,MQTT_IEEE.pcap,3023,50:02:91:18:43:4F,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.728716,66,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,16.0,56436.0,1883.0,MQTT,MQTT_IEEE.pcap,3024,50:02:91:03:A0:5E,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.728735,66,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,16.0,40790.0,1883.0,MQTT,MQTT_IEEE.pcap,3025,50:02:91:FD:50:BD,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581674981.728824,74,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,18.0,1883.0,37920.0,MQTT,MQTT_IEEE.pcap,3026,50:02:91:22:1A:8C,50:02:91:18:43:4F,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.729009,66,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,16.0,37920.0,1883.0,MQTT,MQTT_IEEE.pcap,3027,50:02:91:18:43:4F,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581674981.7290778,115,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,24.0,37920.0,1883.0,MQTT,MQTT_IEEE.pcap,3028,50:02:91:18:43:4F,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,66,IP,52,TCP,32.0,1581674981.7291849,66,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,16.0,1883.0,37920.0,MQTT,MQTT_IEEE.pcap,3029,50:02:91:22:1A:8C,50:02:91:18:43:4F,,,,,,
Ether,70,IP,56,TCP,36.0,1581674981.729204,70,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,24.0,1883.0,37920.0,MQTT,MQTT_IEEE.pcap,3030,50:02:91:22:1A:8C,50:02:91:18:43:4F,MQTT,4.0,MQTTConnack,2.0,,
Ether,66,IP,52,TCP,32.0,1581674981.729352,66,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,16.0,37920.0,1883.0,MQTT,MQTT_IEEE.pcap,3031,50:02:91:18:43:4F,50:02:91:22:1A:8C,,,,,,
Ether,87,IP,73,TCP,53.0,1581674981.729439,87,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,24.0,37920.0,1883.0,MQTT,MQTT_IEEE.pcap,3032,50:02:91:18:43:4F,50:02:91:22:1A:8C,MQTT,21.0,MQTTPublish,19.0,,
Ether,68,IP,54,TCP,34.0,1581674981.7294462,68,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,25.0,37920.0,1883.0,MQTT,MQTT_IEEE.pcap,3033,50:02:91:18:43:4F,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581674981.729552,66,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,16.0,1883.0,37920.0,MQTT,MQTT_IEEE.pcap,3034,50:02:91:22:1A:8C,50:02:91:18:43:4F,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.7295551,66,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,17.0,1883.0,37920.0,MQTT,MQTT_IEEE.pcap,3035,50:02:91:22:1A:8C,50:02:91:18:43:4F,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.729718,66,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,16.0,37920.0,1883.0,MQTT,MQTT_IEEE.pcap,3036,50:02:91:18:43:4F,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581674981.7367,74,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,2.0,43670.0,1883.0,MQTT,MQTT_IEEE.pcap,3037,50:02:91:44:59:D5,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581674981.7369132,74,50:00:00:01:00:03,00:50:00:00:0d:00,192.168.1.7,10.0.0.6,18.0,1883.0,43670.0,MQTT,MQTT_IEEE.pcap,3038,50:02:91:22:1A:8C,50:02:91:44:59:D5,,,,,,
Ether,66,IP,52,TCP,32.0,1581674981.737185,66,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,16.0,43670.0,1883.0,MQTT,MQTT_IEEE.pcap,3039,50:02:91:44:59:D5,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581674981.7372131,115,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,24.0,43670.0,1883.0,MQTT,MQTT_IEEE.pcap,3040,50:02:91:44:59:D5,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
