layers_0,length_0,layers_1,length_1,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,application,filename,num_packet,mac_src_custom,mac_dst_custom,layers_2,length_2,layers_3,length_3,layers_4,length_4,payload_layers,header_length,payload_length,flow_id_mac,flow_id_ip,flow_id
IP,52,TCP,32.0,1581674985.567507,52,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,16.0,35112.0,1883.0,MQTT,MQTT_IEEE.pcap,3600,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,22.0,22.0,138490.0
IP,52,TCP,32.0,1581674985.5675118,52,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,16.0,59006.0,1883.0,MQTT,MQTT_IEEE.pcap,3601,50:02:91:CE:64:2E,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,24.0,24.0,137471.0
IP,73,TCP,53.0,1581674985.567532,73,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,24.0,35112.0,1883.0,MQTT,MQTT_IEEE.pcap,3602,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,MQTT,21.0,MQTTPublish,19.0,None,0,4.0,54.0,19.0,22.0,22.0,138490.0
IP,101,TCP,81.0,1581674985.5675368,101,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,24.0,59006.0,1883.0,MQTT,MQTT_IEEE.pcap,3603,50:02:91:CE:64:2E,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,None,0,4.0,54.0,47.0,24.0,24.0,137471.0
IP,54,TCP,34.0,1581674985.56754,54,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,25.0,35112.0,1883.0,MQTT,MQTT_IEEE.pcap,3604,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,MQTT,2.0,None,0.0,None,0,3.0,52.0,2.0,22.0,22.0,138490.0
IP,100,TCP,80.0,1581674985.567568,100,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,24.0,39826.0,1883.0,MQTT,MQTT_IEEE.pcap,3605,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,MQTT,48.0,MQTTConnect,46.0,None,0,4.0,54.0,46.0,11.0,11.0,105253.0
IP,52,TCP,32.0,1581674985.567683,52,50:00:00:01:00:03,00:50:00:00:19:00,192.168.1.7,10.0.0.16,16.0,1883.0,59006.0,MQTT,MQTT_IEEE.pcap,3606,50:02:91:22:1A:8C,50:02:91:CE:64:2E,None,0.0,None,0.0,None,0,2.0,20.0,32.0,24.0,24.0,137471.0
IP,52,TCP,32.0,1581674985.567762,52,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,16.0,1883.0,39826.0,MQTT,MQTT_IEEE.pcap,3607,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,None,0.0,None,0.0,None,0,2.0,20.0,32.0,11.0,11.0,105253.0
IP,56,TCP,36.0,1581674985.567807,56,50:00:00:01:00:03,00:50:00:00:19:00,192.168.1.7,10.0.0.16,24.0,1883.0,59006.0,MQTT,MQTT_IEEE.pcap,3608,50:02:91:22:1A:8C,50:02:91:CE:64:2E,MQTT,4.0,MQTTConnack,2.0,None,0,4.0,54.0,2.0,24.0,24.0,137471.0
IP,52,TCP,32.0,1581674985.56781,52,50:00:00:01:00:03,00:50:00:00:1a:00,192.168.1.7,10.0.0.17,16.0,1883.0,35112.0,MQTT,MQTT_IEEE.pcap,3609,50:02:91:22:1A:8C,50:02:91:8F:C6:4F,None,0.0,None,0.0,None,0,2.0,20.0,32.0,22.0,22.0,138490.0
IP,52,TCP,32.0,1581674985.5678134,52,50:00:00:01:00:03,00:50:00:00:1a:00,192.168.1.7,10.0.0.17,17.0,1883.0,35112.0,MQTT,MQTT_IEEE.pcap,3610,50:02:91:22:1A:8C,50:02:91:8F:C6:4F,None,0.0,None,0.0,None,0,2.0,20.0,32.0,22.0,22.0,138490.0
IP,56,TCP,36.0,1581674985.56786,56,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,24.0,1883.0,39826.0,MQTT,MQTT_IEEE.pcap,3611,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,MQTT,4.0,MQTTConnack,2.0,None,0,4.0,54.0,2.0,11.0,11.0,105253.0
IP,52,TCP,32.0,1581674985.568581,52,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,16.0,59006.0,1883.0,MQTT,MQTT_IEEE.pcap,3612,50:02:91:CE:64:2E,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,24.0,24.0,137471.0
IP,52,TCP,32.0,1581674985.568585,52,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,16.0,35112.0,1883.0,MQTT,MQTT_IEEE.pcap,3613,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,22.0,22.0,138490.0
IP,73,TCP,53.0,1581674985.568588,73,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,24.0,59006.0,1883.0,MQTT,MQTT_IEEE.pcap,3614,50:02:91:CE:64:2E,50:02:91:22:1A:8C,MQTT,21.0,MQTTPublish,19.0,None,0,4.0,54.0,19.0,24.0,24.0,137471.0
IP,54,TCP,34.0,1581674985.56859,54,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,25.0,59006.0,1883.0,MQTT,MQTT_IEEE.pcap,3615,50:02:91:CE:64:2E,50:02:91:22:1A:8C,MQTT,2.0,None,0.0,None,0,3.0,52.0,2.0,24.0,24.0,137471.0
IP,60,TCP,40.0,1581674985.568596,60,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,2.0,58330.0,1883.0,MQTT,MQTT_IEEE.pcap,3616,50:02:91:06:3C:94,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,40.0,9.0,9.0,163722.0
IP,52,TCP,32.0,1581674985.5686052,52,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,16.0,39826.0,1883.0,MQTT,MQTT_IEEE.pcap,3617,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,11.0,11.0,105253.0
IP,93,TCP,73.0,1581674985.568608,93,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,24.0,39826.0,1883.0,MQTT,MQTT_IEEE.pcap,3618,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,MQTT,41.0,MQTTPublish,39.0,None,0,4.0,54.0,39.0,11.0,11.0,105253.0
IP,54,TCP,34.0,1581674985.568613,54,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,25.0,39826.0,1883.0,MQTT,MQTT_IEEE.pcap,3619,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,MQTT,2.0,None,0.0,None,0,3.0,52.0,2.0,11.0,11.0,105253.0
IP,60,TCP,40.0,1581674985.568738,60,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,18.0,1883.0,58330.0,MQTT,MQTT_IEEE.pcap,3620,50:02:91:22:1A:8C,50:02:91:06:3C:94,None,0.0,None,0.0,None,0,2.0,20.0,40.0,9.0,9.0,163722.0
IP,52,TCP,32.0,1581674985.568784,52,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,16.0,1883.0,39826.0,MQTT,MQTT_IEEE.pcap,3621,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,None,0.0,None,0.0,None,0,2.0,20.0,32.0,11.0,11.0,105253.0
IP,52,TCP,32.0,1581674985.568797,52,50:00:00:01:00:03,00:50:00:00:12:00,192.168.1.7,10.0.0.12,17.0,1883.0,39826.0,MQTT,MQTT_IEEE.pcap,3622,50:02:91:22:1A:8C,50:02:91:1C:EF:A8,None,0.0,None,0.0,None,0,2.0,20.0,32.0,11.0,11.0,105253.0
IP,52,TCP,32.0,1581674985.56882,52,50:00:00:01:00:03,00:50:00:00:19:00,192.168.1.7,10.0.0.16,16.0,1883.0,59006.0,MQTT,MQTT_IEEE.pcap,3623,50:02:91:22:1A:8C,50:02:91:CE:64:2E,None,0.0,None,0.0,None,0,2.0,20.0,32.0,24.0,24.0,137471.0
IP,52,TCP,32.0,1581674985.568825,52,50:00:00:01:00:03,00:50:00:00:19:00,192.168.1.7,10.0.0.16,17.0,1883.0,59006.0,MQTT,MQTT_IEEE.pcap,3624,50:02:91:22:1A:8C,50:02:91:CE:64:2E,None,0.0,None,0.0,None,0,2.0,20.0,32.0,24.0,24.0,137471.0
IP,52,TCP,32.0,1581674985.569009,52,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,16.0,39826.0,1883.0,MQTT,MQTT_IEEE.pcap,3625,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,11.0,11.0,105253.0
IP,52,TCP,32.0,1581674985.5690384,52,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,16.0,58330.0,1883.0,MQTT,MQTT_IEEE.pcap,3626,50:02:91:06:3C:94,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,9.0,9.0,163722.0
IP,52,TCP,32.0,1581674985.569047,52,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,16.0,59006.0,1883.0,MQTT,MQTT_IEEE.pcap,3627,50:02:91:CE:64:2E,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,24.0,24.0,137471.0
IP,101,TCP,81.0,1581674985.569059,101,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,24.0,58330.0,1883.0,MQTT,MQTT_IEEE.pcap,3628,50:02:91:06:3C:94,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,None,0,4.0,54.0,47.0,9.0,9.0,163722.0
IP,52,TCP,32.0,1581674985.569188,52,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,16.0,1883.0,58330.0,MQTT,MQTT_IEEE.pcap,3629,50:02:91:22:1A:8C,50:02:91:06:3C:94,None,0.0,None,0.0,None,0,2.0,20.0,32.0,9.0,9.0,163722.0
IP,56,TCP,36.0,1581674985.569206,56,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,24.0,1883.0,58330.0,MQTT,MQTT_IEEE.pcap,3630,50:02:91:22:1A:8C,50:02:91:06:3C:94,MQTT,4.0,MQTTConnack,2.0,None,0,4.0,54.0,2.0,9.0,9.0,163722.0
IP,52,TCP,32.0,1581674985.569359,52,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,16.0,58330.0,1883.0,MQTT,MQTT_IEEE.pcap,3631,50:02:91:06:3C:94,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,9.0,9.0,163722.0
IP,73,TCP,53.0,1581674985.569448,73,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,24.0,58330.0,1883.0,MQTT,MQTT_IEEE.pcap,3632,50:02:91:06:3C:94,50:02:91:22:1A:8C,MQTT,21.0,MQTTPublish,19.0,None,0,4.0,54.0,19.0,9.0,9.0,163722.0
IP,54,TCP,34.0,1581674985.569464,54,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,25.0,58330.0,1883.0,MQTT,MQTT_IEEE.pcap,3633,50:02:91:06:3C:94,50:02:91:22:1A:8C,MQTT,2.0,None,0.0,None,0,3.0,52.0,2.0,9.0,9.0,163722.0
IP,52,TCP,32.0,1581674985.56958,52,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,16.0,1883.0,58330.0,MQTT,MQTT_IEEE.pcap,3634,50:02:91:22:1A:8C,50:02:91:06:3C:94,None,0.0,None,0.0,None,0,2.0,20.0,32.0,9.0,9.0,163722.0
IP,52,TCP,32.0,1581674985.569584,52,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,17.0,1883.0,58330.0,MQTT,MQTT_IEEE.pcap,3635,50:02:91:22:1A:8C,50:02:91:06:3C:94,None,0.0,None,0.0,None,0,2.0,20.0,32.0,9.0,9.0,163722.0
IP,52,TCP,32.0,1581674985.569758,52,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,16.0,58330.0,1883.0,MQTT,MQTT_IEEE.pcap,3636,50:02:91:06:3C:94,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,9.0,9.0,163722.0
IP,60,TCP,40.0,1581674985.7452366,60,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,2.0,40798.0,1883.0,MQTT,MQTT_IEEE.pcap,3646,50:02:91:FD:50:BD,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,40.0,28.0,28.0,91957.0
IP,60,TCP,40.0,1581674985.74554,60,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,2.0,37928.0,1883.0,MQTT,MQTT_IEEE.pcap,3647,50:02:91:18:43:4F,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,40.0,10.0,10.0,165079.0
IP,60,TCP,40.0,1581674985.7455552,60,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,18.0,1883.0,40798.0,MQTT,MQTT_IEEE.pcap,3648,50:02:91:22:1A:8C,50:02:91:FD:50:BD,None,0.0,None,0.0,None,0,2.0,20.0,40.0,28.0,28.0,91957.0
IP,60,TCP,40.0,1581674985.7457778,60,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,2.0,56444.0,1883.0,MQTT,MQTT_IEEE.pcap,3649,50:02:91:03:A0:5E,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,40.0,8.0,8.0,129542.0
IP,60,TCP,40.0,1581674985.745788,60,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,18.0,1883.0,37928.0,MQTT,MQTT_IEEE.pcap,3650,50:02:91:22:1A:8C,50:02:91:18:43:4F,None,0.0,None,0.0,None,0,2.0,20.0,40.0,10.0,10.0,165079.0
IP,60,TCP,40.0,1581674985.746027,60,50:00:00:01:00:03,00:50:00:00:18:00,192.168.1.7,10.0.0.15,18.0,1883.0,56444.0,MQTT,MQTT_IEEE.pcap,3651,50:02:91:22:1A:8C,50:02:91:03:A0:5E,None,0.0,None,0.0,None,0,2.0,20.0,40.0,8.0,8.0,129542.0
IP,52,TCP,32.0,1581674985.746104,52,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,16.0,40798.0,1883.0,MQTT,MQTT_IEEE.pcap,3652,50:02:91:FD:50:BD,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,28.0,28.0,91957.0
IP,101,TCP,81.0,1581674985.746135,101,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,24.0,40798.0,1883.0,MQTT,MQTT_IEEE.pcap,3653,50:02:91:FD:50:BD,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,None,0,4.0,54.0,47.0,28.0,28.0,91957.0
IP,52,TCP,32.0,1581674985.746144,52,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,16.0,37928.0,1883.0,MQTT,MQTT_IEEE.pcap,3654,50:02:91:18:43:4F,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,10.0,10.0,165079.0
IP,101,TCP,81.0,1581674985.746231,101,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,24.0,37928.0,1883.0,MQTT,MQTT_IEEE.pcap,3655,50:02:91:18:43:4F,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,None,0,4.0,54.0,47.0,10.0,10.0,165079.0
IP,52,TCP,32.0,1581674985.74644,52,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,16.0,1883.0,40798.0,MQTT,MQTT_IEEE.pcap,3656,50:02:91:22:1A:8C,50:02:91:FD:50:BD,None,0.0,None,0.0,None,0,2.0,20.0,32.0,28.0,28.0,91957.0
IP,52,TCP,32.0,1581674985.746456,52,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,16.0,56444.0,1883.0,MQTT,MQTT_IEEE.pcap,3657,50:02:91:03:A0:5E,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,8.0,8.0,129542.0
IP,52,TCP,32.0,1581674985.746536,52,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,16.0,1883.0,37928.0,MQTT,MQTT_IEEE.pcap,3658,50:02:91:22:1A:8C,50:02:91:18:43:4F,None,0.0,None,0.0,None,0,2.0,20.0,32.0,10.0,10.0,165079.0
IP,56,TCP,36.0,1581674985.746544,56,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,24.0,1883.0,40798.0,MQTT,MQTT_IEEE.pcap,3659,50:02:91:22:1A:8C,50:02:91:FD:50:BD,MQTT,4.0,MQTTConnack,2.0,None,0,4.0,54.0,2.0,28.0,28.0,91957.0
IP,101,TCP,81.0,1581674985.746555,101,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,24.0,56444.0,1883.0,MQTT,MQTT_IEEE.pcap,3660,50:02:91:03:A0:5E,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,None,0,4.0,54.0,47.0,8.0,8.0,129542.0
IP,56,TCP,36.0,1581674985.746648,56,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,24.0,1883.0,37928.0,MQTT,MQTT_IEEE.pcap,3661,50:02:91:22:1A:8C,50:02:91:18:43:4F,MQTT,4.0,MQTTConnack,2.0,None,0,4.0,54.0,2.0,10.0,10.0,165079.0
IP,52,TCP,32.0,1581674985.746867,52,50:00:00:01:00:03,00:50:00:00:18:00,192.168.1.7,10.0.0.15,16.0,1883.0,56444.0,MQTT,MQTT_IEEE.pcap,3662,50:02:91:22:1A:8C,50:02:91:03:A0:5E,None,0.0,None,0.0,None,0,2.0,20.0,32.0,8.0,8.0,129542.0
IP,56,TCP,36.0,1581674985.746924,56,50:00:00:01:00:03,00:50:00:00:18:00,192.168.1.7,10.0.0.15,24.0,1883.0,56444.0,MQTT,MQTT_IEEE.pcap,3663,50:02:91:22:1A:8C,50:02:91:03:A0:5E,MQTT,4.0,MQTTConnack,2.0,None,0,4.0,54.0,2.0,8.0,8.0,129542.0
IP,52,TCP,32.0,1581674985.7470028,52,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,16.0,40798.0,1883.0,MQTT,MQTT_IEEE.pcap,3664,50:02:91:FD:50:BD,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,28.0,28.0,91957.0
IP,114,TCP,94.0,1581674985.747009,114,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,24.0,40798.0,1883.0,MQTT,MQTT_IEEE.pcap,3665,50:02:91:FD:50:BD,50:02:91:22:1A:8C,MQTT,62.0,MQTTPublish,60.0,None,0,4.0,54.0,60.0,28.0,28.0,91957.0
IP,52,TCP,32.0,1581674985.747303,52,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,16.0,37928.0,1883.0,MQTT,MQTT_IEEE.pcap,3666,50:02:91:18:43:4F,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,10.0,10.0,165079.0
IP,72,TCP,52.0,1581674985.747325,72,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,24.0,37928.0,1883.0,MQTT,MQTT_IEEE.pcap,3667,50:02:91:18:43:4F,50:02:91:22:1A:8C,MQTT,20.0,MQTTPublish,18.0,None,0,4.0,54.0,18.0,10.0,10.0,165079.0
IP,54,TCP,34.0,1581674985.7473302,54,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,25.0,37928.0,1883.0,MQTT,MQTT_IEEE.pcap,3668,50:02:91:18:43:4F,50:02:91:22:1A:8C,MQTT,2.0,None,0.0,None,0,3.0,52.0,2.0,10.0,10.0,165079.0
IP,52,TCP,32.0,1581674985.747602,52,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,16.0,1883.0,37928.0,MQTT,MQTT_IEEE.pcap,3669,50:02:91:22:1A:8C,50:02:91:18:43:4F,None,0.0,None,0.0,None,0,2.0,20.0,32.0,10.0,10.0,165079.0
IP,52,TCP,32.0,1581674985.74761,52,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,17.0,1883.0,37928.0,MQTT,MQTT_IEEE.pcap,3670,50:02:91:22:1A:8C,50:02:91:18:43:4F,None,0.0,None,0.0,None,0,2.0,20.0,32.0,10.0,10.0,165079.0
IP,52,TCP,32.0,1581674985.747962,52,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,16.0,37928.0,1883.0,MQTT,MQTT_IEEE.pcap,3671,50:02:91:18:43:4F,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,10.0,10.0,165079.0
IP,54,TCP,34.0,1581674985.7480106,54,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,25.0,40798.0,1883.0,MQTT,MQTT_IEEE.pcap,3672,50:02:91:FD:50:BD,50:02:91:22:1A:8C,MQTT,2.0,None,0.0,None,0,3.0,52.0,2.0,28.0,28.0,91957.0
IP,52,TCP,32.0,1581674985.74805,52,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,16.0,56444.0,1883.0,MQTT,MQTT_IEEE.pcap,3673,50:02:91:03:A0:5E,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,8.0,8.0,129542.0
IP,140,TCP,120.0,1581674985.74819,140,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,24.0,56444.0,1883.0,MQTT,MQTT_IEEE.pcap,3674,50:02:91:03:A0:5E,50:02:91:22:1A:8C,MQTT,88.0,MQTTPublish,86.0,None,0,4.0,54.0,86.0,8.0,8.0,129542.0
IP,54,TCP,34.0,1581674985.748195,54,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,25.0,56444.0,1883.0,MQTT,MQTT_IEEE.pcap,3675,50:02:91:03:A0:5E,50:02:91:22:1A:8C,MQTT,2.0,None,0.0,None,0,3.0,52.0,2.0,8.0,8.0,129542.0
IP,52,TCP,32.0,1581674985.748217,52,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,16.0,1883.0,40798.0,MQTT,MQTT_IEEE.pcap,3676,50:02:91:22:1A:8C,50:02:91:FD:50:BD,None,0.0,None,0.0,None,0,2.0,20.0,32.0,28.0,28.0,91957.0
IP,52,TCP,32.0,1581674985.748257,52,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,17.0,1883.0,40798.0,MQTT,MQTT_IEEE.pcap,3677,50:02:91:22:1A:8C,50:02:91:FD:50:BD,None,0.0,None,0.0,None,0,2.0,20.0,32.0,28.0,28.0,91957.0
IP,52,TCP,32.0,1581674985.748436,52,50:00:00:01:00:03,00:50:00:00:18:00,192.168.1.7,10.0.0.15,16.0,1883.0,56444.0,MQTT,MQTT_IEEE.pcap,3678,50:02:91:22:1A:8C,50:02:91:03:A0:5E,None,0.0,None,0.0,None,0,2.0,20.0,32.0,8.0,8.0,129542.0
IP,52,TCP,32.0,1581674985.74844,52,50:00:00:01:00:03,00:50:00:00:18:00,192.168.1.7,10.0.0.15,17.0,1883.0,56444.0,MQTT,MQTT_IEEE.pcap,3679,50:02:91:22:1A:8C,50:02:91:03:A0:5E,None,0.0,None,0.0,None,0,2.0,20.0,32.0,8.0,8.0,129542.0
IP,52,TCP,32.0,1581674985.748585,52,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,16.0,40798.0,1883.0,MQTT,MQTT_IEEE.pcap,3680,50:02:91:FD:50:BD,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,28.0,28.0,91957.0
IP,52,TCP,32.0,1581674985.7487214,52,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,16.0,56444.0,1883.0,MQTT,MQTT_IEEE.pcap,3681,50:02:91:03:A0:5E,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,8.0,8.0,129542.0
IP,60,TCP,40.0,1581674985.754426,60,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,2.0,43678.0,1883.0,MQTT,MQTT_IEEE.pcap,3682,50:02:91:44:59:D5,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,40.0,20.0,20.0,151786.0
IP,60,TCP,40.0,1581674985.754787,60,50:00:00:01:00:03,00:50:00:00:0d:00,192.168.1.7,10.0.0.6,18.0,1883.0,43678.0,MQTT,MQTT_IEEE.pcap,3683,50:02:91:22:1A:8C,50:02:91:44:59:D5,None,0.0,None,0.0,None,0,2.0,20.0,40.0,20.0,20.0,151786.0
IP,52,TCP,32.0,1581674985.755126,52,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,16.0,43678.0,1883.0,MQTT,MQTT_IEEE.pcap,3684,50:02:91:44:59:D5,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,20.0,20.0,151786.0
IP,101,TCP,81.0,1581674985.7552009,101,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,24.0,43678.0,1883.0,MQTT,MQTT_IEEE.pcap,3685,50:02:91:44:59:D5,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,None,0,4.0,54.0,47.0,20.0,20.0,151786.0
IP,52,TCP,32.0,1581674985.755336,52,50:00:00:01:00:03,00:50:00:00:0d:00,192.168.1.7,10.0.0.6,16.0,1883.0,43678.0,MQTT,MQTT_IEEE.pcap,3686,50:02:91:22:1A:8C,50:02:91:44:59:D5,None,0.0,None,0.0,None,0,2.0,20.0,32.0,20.0,20.0,151786.0
IP,56,TCP,36.0,1581674985.755341,56,50:00:00:01:00:03,00:50:00:00:0d:00,192.168.1.7,10.0.0.6,24.0,1883.0,43678.0,MQTT,MQTT_IEEE.pcap,3687,50:02:91:22:1A:8C,50:02:91:44:59:D5,MQTT,4.0,MQTTConnack,2.0,None,0,4.0,54.0,2.0,20.0,20.0,151786.0
IP,52,TCP,32.0,1581674985.755564,52,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,16.0,43678.0,1883.0,MQTT,MQTT_IEEE.pcap,3688,50:02:91:44:59:D5,50:02:91:22:1A:8C,None,0.0,None,0.0,None,0,2.0,20.0,32.0,20.0,20.0,151786.0
IP,72,TCP,52.0,1581674985.75562,72,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,24.0,43678.0,1883.0,MQTT,MQTT_IEEE.pcap,3689,50:02:91:44:59:D5,50:02:91:22:1A:8C,MQTT,20.0,MQTTPublish,18.0,None,0,4.0,54.0,18.0,20.0,20.0,151786.0
